chapter,verse,verse_id,chapter_name,neutral_simple_english,image_prompt_gpt_image_2
8,23,8.23,Akshara Brahma Yoga,"Now I will tell you, O chief of Bharatas, the times departing at which the yogis will return or not return.","Bhagavad Gita 8.23 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Akshara brahman context: Krishna teaches death, remembrance, brahman, and the path beyond return, with cosmic sky, stars, and radiant pathways. Verse meaning to visualize: Now I will tell you, O chief of Bharatas, the times departing at which the yogis will return or not return. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
8,24,8.24,Akshara Brahma Yoga,"Fire, light daytime, the bright fortnight, the six months of the northern path of the sun (the northern solstice) departing then (by these) men who know brahman go to brahman.","Bhagavad Gita 8.24 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Akshara brahman context: Krishna teaches death, remembrance, brahman, and the path beyond return, with cosmic sky, stars, and radiant pathways. Verse meaning to visualize: Fire, light daytime, the bright fortnight, the six months of the northern path of the sun (the northern solstice) departing then (by these) men who know brahman go to brahman. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent brahman as boundless sacred radiance behind Krishna, subtle and vast, not a separate human figure. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
8,25,8.25,Akshara Brahma Yoga,"Attaining to the lunar light by smoke, night time, the dark fortnight also, the six months of the southern path of the sun (the southern solstice), the yogi returns.","Bhagavad Gita 8.25 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Akshara brahman context: Krishna teaches death, remembrance, brahman, and the path beyond return, with cosmic sky, stars, and radiant pathways. Verse meaning to visualize: Attaining to the lunar light by smoke, night time, the dark fortnight also, the six months of the southern path of the sun (the southern solstice), the yogi returns. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
8,26,8.26,Akshara Brahma Yoga,The bright and the dark paths of the world are truly thought to be eternal; by the one (the bright path) a man goes not to return and by the other (the dark path) he returns.,"Bhagavad Gita 8.26 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Akshara brahman context: Krishna teaches death, remembrance, brahman, and the path beyond return, with cosmic sky, stars, and radiant pathways. Verse meaning to visualize: The bright and the dark paths of the world are truly thought to be eternal; by the one (the bright path) a man goes not to return and by the other (the dark path) he returns. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
8,27,8.27,Akshara Brahma Yoga,"Knowing these paths, O Arjuna, no yogi is confused; therefore at all times be steady in yoga.","Bhagavad Gita 8.27 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Akshara brahman context: Krishna teaches death, remembrance, brahman, and the path beyond return, with cosmic sky, stars, and radiant pathways. Verse meaning to visualize: Knowing these paths, O Arjuna, no yogi is confused; therefore at all times be steady in yoga. Tone: wise, heroic, contemplative, luminous. Include character cues: Arjuna as a mature powerful archer holding Gandiva. Visual direction: Show the restless mind as storm winds around the chariot becoming calm under Krishna's steady gaze and Arjuna's discipline. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
8,28,8.28,Akshara Brahma Yoga,"Whatever fruit of merit is declared (in the scriptures) to accrue from (the study of) the Vedas, (the performance of) sacrifices, (the practice of) self-discipline, and gifts beyond all this goes the yogi, having known this; and he attains to the Supreme Primeval (first or ancient) Abode.","Bhagavad Gita 8.28 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Akshara brahman context: Krishna teaches death, remembrance, brahman, and the path beyond return, with cosmic sky, stars, and radiant pathways. Verse meaning to visualize: Whatever fruit of merit is declared (in the scriptures) to accrue from (the study of) the Vedas, (the performance of) sacrifices, (the practice of) self-discipline, and gifts beyond all this goes the yogi, having known this; and he attains to the Supreme Primeval (first or ancient) Abode. Tone: wise, heroic, contemplative, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,1,9.1,Raja Vidya Yoga,"Sri Krishna said: I shall now declare to you who does not cavil, the greatest secret, the knowledge combined with experience (Self-realisation). Having known this you will be free from evil.","Bhagavad Gita 9.1 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: Sri Krishna said: I shall now declare to you who does not cavil, the greatest secret, the knowledge combined with experience (Self-realisation). Having known this you will be free from evil. Tone: devotional, intimate, protective, luminous. Include character cues: Krishna as the supreme divine charioteer, largest and strongest presence. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,2,9.2,Raja Vidya Yoga,"This is the kingl science, the kingly secret, the supreme purifier, realisable by direct intuitional knowledge, according to dharma, very easy to perform and eternal.","Bhagavad Gita 9.2 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: This is the kingl science, the kingly secret, the supreme purifier, realisable by direct intuitional knowledge, according to dharma, very easy to perform and eternal. Tone: devotional, intimate, protective, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Visualize dharma as a golden path or pillar of light on the battlefield, with adharma as shadowy disorder held back by Krishna's radiance. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,3,9.3,Raja Vidya Yoga,"Those who have no faith in this Dharma (knowledge of the Self), O Parantapa (Arjuna), return to the path of this world of death without attaining Me.","Bhagavad Gita 9.3 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: Those who have no faith in this Dharma (knowledge of the Self), O Parantapa (Arjuna), return to the path of this world of death without attaining Me. Tone: devotional, intimate, protective, luminous. Include character cues: Arjuna as a mature powerful archer holding Gandiva. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,4,9.4,Raja Vidya Yoga,"All this world is pervaded by Me in My unseen aspect; all beings exist in Me, but I do not dwell in them.","Bhagavad Gita 9.4 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: All this world is pervaded by Me in My unseen aspect; all beings exist in Me, but I do not dwell in them. Tone: devotional, intimate, protective, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,5,9.5,Raja Vidya Yoga,"Nor do beings exist in Me (in reality); see My divine yoga, supporting all beings, but not dwelling in them, is My Self, the efficient cause of beings.","Bhagavad Gita 9.5 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: Nor do beings exist in Me (in reality); see My divine yoga, supporting all beings, but not dwelling in them, is My Self, the efficient cause of beings. Tone: devotional, intimate, protective, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Represent atma as an indestructible inner flame or radiant figure within the warrior body, untouched by weapons, fire, water, or wind. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,6,9.6,Raja Vidya Yoga,"As the mighty wind, moving everywhere, rests always in the ether, even so, know you that all beings rest in Me.","Bhagavad Gita 9.6 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: As the mighty wind, moving everywhere, rests always in the ether, even so, know you that all beings rest in Me. Tone: devotional, intimate, protective, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,7,9.7,Raja Vidya Yoga,"All beings, O Arjuna, go into my prakriti at the end of a Kalpa; I send them forth again at the beginning of (the next) Kalpa.","Bhagavad Gita 9.7 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: All beings, O Arjuna, go into my prakriti at the end of a Kalpa; I send them forth again at the beginning of (the next) Kalpa. Tone: devotional, intimate, protective, luminous. Include character cues: Arjuna as a mature powerful archer holding Gandiva. Visual direction: Show prakriti as the living field of nature and purusha as calm conscious presence, both revealed through Krishna's teaching. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,8,9.8,Raja Vidya Yoga,"Animating my prakriti, I again and again send forth all this multitude of beings, helpless by the force of the prakriti.","Bhagavad Gita 9.8 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: Animating my prakriti, I again and again send forth all this multitude of beings, helpless by the force of the prakriti. Tone: devotional, intimate, protective, luminous. Keep Krishna and Arjuna central on the chariot unless the verse specifically calls for Dhritarashtra, Sanjaya, or another warrior. Visual direction: Show prakriti as the living field of nature and purusha as calm conscious presence, both revealed through Krishna's teaching. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,9,9.9,Raja Vidya Yoga,"These acts do not bind Me, O Arjuna, sitting like one indifferent, unattached to those acts.","Bhagavad Gita 9.9 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: These acts do not bind Me, O Arjuna, sitting like one indifferent, unattached to those acts. Tone: devotional, intimate, protective, luminous. Include character cues: Arjuna as a mature powerful archer holding Gandiva. Visual direction: Translate the verse meaning into a clear symbolic battlefield scene, using Krishna's gesture and Arjuna's reaction to make the teaching visible. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
9,10,9.10,Raja Vidya Yoga,"Under Me as supervisor, prakriti produces the moving and the unmoving; because of this, O Arjuna, the world revolves.","Bhagavad Gita 9.10 image prompt. Create a cinematic, reverent Mahabharata-era Indian epic image for GPT Image 2. Use rich natural color, detailed ancient armor, silk, gold ornaments, carved chariots, dust, flags, and a vast Kurukshetra battlefield atmosphere. All warriors shown must look physically strong, disciplined, and battle-ready; no weak or comic bodies. Lord Krishna must be the strongest and visually largest presence in the composition: mature divine adult, blue skin, broad powerful build, calm commanding face, radiant golden aura, peacock-feather crown, yellow silk, unmistakably supreme even when seated as charioteer. Arjuna should be a mature powerful warrior archer with Gandiva, noble face, athletic build, not a teenager. If Bhishma or Drona appear, show them as elderly but extremely formidable warrior elders, tall, muscular, white-haired or grey-haired, with authority. Avoid modern objects, gore, severed bodies, caricature, text, captions, watermarks, logos, or extra fingers. Square 1:1 composition, centered epic framing, ultra-detailed, devotional but realistic, dramatic cinematic lighting. Chapter context: Royal knowledge context: Krishna reveals intimate divine presence in all beings, worship, offering, protection, and devotion. Verse meaning to visualize: Under Me as supervisor, prakriti produces the moving and the unmoving; because of this, O Arjuna, the world revolves. Tone: devotional, intimate, protective, luminous. Include character cues: Arjuna as a mature powerful archer holding Gandiva. Visual direction: Show prakriti as the living field of nature and purusha as calm conscious presence, both revealed through Krishna's teaching. Make Krishna visibly larger, stronger, and more radiant than every warrior, yet serene and compassionate. Make Arjuna and all warriors powerful and age-appropriate; show no children unless the verse context specifically requires a younger warrior like Abhimanyu. Do not render any written Sanskrit or English words inside the image."
